"censusdate","abundance","scientificname"
1990-04-24,27,"Dipodomys merriami"
1990-04-24,13,"Dipodomys ordii"
1990-04-24,1,"Dipodomys spectabilis"
1990-04-24,2,"Neotoma albigula"
1990-04-24,1,"Onychomys leucogaster"
1990-04-24,2,"Onychomys torridus"
1990-04-24,0,"Chaetodipus baileyi"
1990-04-24,0,"Peromyscus eremicus"
1990-04-24,0,"Perognathus flavus"
1990-04-24,1,"Chaetodipus hispidus"
1990-04-24,0,"Chaetodipus intermedius"
1990-04-24,0,"Peromyscus leucopus"
1990-04-24,0,"Peromyscus maniculatus"
1990-04-24,0,"Chaetodipus penicillatus"
1990-04-24,0,"Reithrodontomys fulvescens"
1990-04-24,1,"Reithrodontomys megalotis"
1990-04-24,0,"Reithrodontomys montanus"
1990-04-24,2,"Sigmodon fulviventer"
1990-04-24,0,"Sigmodon hispidus"
1990-04-24,0,"Sigmodon ochrognathus"
1990-05-23,0,"Baiomys taylori"
1990-05-23,27,"Dipodomys merriami"
1990-05-23,10,"Dipodomys ordii"
1990-05-23,1,"Dipodomys spectabilis"
1990-05-23,1,"Neotoma albigula"
1990-05-23,0,"Onychomys leucogaster"
1990-05-23,2,"Onychomys torridus"
1990-05-23,0,"Chaetodipus baileyi"
1990-05-23,0,"Peromyscus eremicus"
1990-05-23,0,"Perognathus flavus"
1990-05-23,1,"Chaetodipus hispidus"
1990-05-23,0,"Chaetodipus intermedius"
1990-05-23,0,"Peromyscus leucopus"
1990-05-23,0,"Peromyscus maniculatus"
1990-05-23,0,"Chaetodipus penicillatus"
1990-05-23,0,"Reithrodontomys fulvescens"
1990-05-23,0,"Reithrodontomys megalotis"
1990-05-23,0,"Reithrodontomys montanus"
1990-05-23,0,"Sigmodon fulviventer"
1990-05-23,0,"Sigmodon hispidus"
1990-05-23,0,"Sigmodon ochrognathus"
1990-06-21,0,"Baiomys taylori"
1990-06-21,24,"Dipodomys merriami"
1990-06-21,11,"Dipodomys ordii"
1990-06-21,2,"Dipodomys spectabilis"
1990-06-21,0,"Neotoma albigula"
1990-06-21,0,"Onychomys leucogaster"
1990-06-21,1,"Onychomys torridus"
1990-06-21,0,"Chaetodipus baileyi"
1990-06-21,0,"Peromyscus eremicus"
1990-06-21,0,"Perognathus flavus"
1990-06-21,0,"Chaetodipus hispidus"
1990-06-21,0,"Chaetodipus intermedius"
1990-06-21,0,"Peromyscus leucopus"
1990-06-21,0,"Peromyscus maniculatus"
1990-06-21,0,"Chaetodipus penicillatus"
1990-06-21,0,"Reithrodontomys fulvescens"
1990-06-21,0,"Reithrodontomys megalotis"
1990-06-21,0,"Reithrodontomys montanus"
1990-06-21,0,"Sigmodon fulviventer"
1990-06-21,0,"Sigmodon hispidus"
1990-06-21,0,"Sigmodon ochrognathus"
1990-07-21,0,"Baiomys taylori"
1990-07-21,26,"Dipodomys merriami"
1990-07-21,7,"Dipodomys ordii"
1990-07-21,1,"Dipodomys spectabilis"
1990-07-21,0,"Neotoma albigula"
1990-07-21,1,"Onychomys leucogaster"
1990-07-21,3,"Onychomys torridus"
1990-07-21,0,"Chaetodipus baileyi"
1990-07-21,0,"Peromyscus eremicus"
1990-07-21,0,"Perognathus flavus"
1990-07-21,2,"Chaetodipus hispidus"
1990-07-21,0,"Chaetodipus intermedius"
1990-07-21,0,"Peromyscus leucopus"
1990-07-21,0,"Peromyscus maniculatus"
1990-07-21,0,"Chaetodipus penicillatus"
1990-07-21,0,"Reithrodontomys fulvescens"
1990-07-21,0,"Reithrodontomys megalotis"
1990-07-21,0,"Reithrodontomys montanus"
1990-07-21,0,"Sigmodon fulviventer"
1990-07-21,0,"Sigmodon hispidus"
1990-07-21,0,"Sigmodon ochrognathus"
1990-08-16,0,"Baiomys taylori"
1990-08-16,25,"Dipodomys merriami"
1990-08-16,10,"Dipodomys ordii"
1990-08-16,2,"Dipodomys spectabilis"
1990-08-16,0,"Neotoma albigula"
1990-08-16,1,"Onychomys leucogaster"
1990-08-16,2,"Onychomys torridus"
1990-08-16,0,"Chaetodipus baileyi"
1990-08-16,0,"Peromyscus eremicus"
1990-08-16,0,"Perognathus flavus"
1990-08-16,0,"Chaetodipus hispidus"
1990-08-16,0,"Chaetodipus intermedius"
1990-08-16,0,"Peromyscus leucopus"
1990-08-16,0,"Peromyscus maniculatus"
1990-08-16,0,"Chaetodipus penicillatus"
1990-08-16,0,"Reithrodontomys fulvescens"
1990-08-16,0,"Reithrodontomys megalotis"
1990-08-16,0,"Reithrodontomys montanus"
1990-08-16,0,"Sigmodon fulviventer"
1990-08-16,0,"Sigmodon hispidus"
1990-08-16,0,"Sigmodon ochrognathus"
1990-09-22,0,"Baiomys taylori"
1990-09-22,21,"Dipodomys merriami"
1990-09-22,7,"Dipodomys ordii"
1990-09-22,1,"Dipodomys spectabilis"
1990-09-22,3,"Neotoma albigula"
1990-09-22,0,"Onychomys leucogaster"
1990-09-22,0,"Onychomys torridus"
1990-09-22,0,"Chaetodipus baileyi"
1990-09-22,0,"Peromyscus eremicus"
1990-09-22,0,"Perognathus flavus"
1990-09-22,0,"Chaetodipus hispidus"
1990-09-22,0,"Chaetodipus intermedius"
1990-09-22,0,"Peromyscus leucopus"
1990-09-22,0,"Peromyscus maniculatus"
1990-09-22,1,"Chaetodipus penicillatus"
1990-09-22,0,"Reithrodontomys fulvescens"
1990-09-22,0,"Reithrodontomys megalotis"
1990-09-22,0,"Reithrodontomys montanus"
1990-09-22,0,"Sigmodon fulviventer"
1990-09-22,0,"Sigmodon hispidus"
1990-09-22,0,"Sigmodon ochrognathus"
1990-10-15,0,"Baiomys taylori"
1990-10-15,34,"Dipodomys merriami"
1990-10-15,6,"Dipodomys ordii"
1990-10-15,1,"Dipodomys spectabilis"
1990-10-15,3,"Neotoma albigula"
1990-10-15,0,"Onychomys leucogaster"
1990-10-15,3,"Onychomys torridus"
1990-10-15,0,"Chaetodipus baileyi"
1990-10-15,0,"Peromyscus eremicus"
1990-10-15,0,"Perognathus flavus"
1990-10-15,0,"Chaetodipus hispidus"
1990-10-15,0,"Chaetodipus intermedius"
1990-10-15,0,"Peromyscus leucopus"
1990-10-15,0,"Peromyscus maniculatus"
1990-10-15,0,"Chaetodipus penicillatus"
1990-10-15,0,"Reithrodontomys fulvescens"
1990-10-15,0,"Reithrodontomys megalotis"
1990-10-15,0,"Reithrodontomys montanus"
1990-10-15,0,"Sigmodon fulviventer"
1990-10-15,0,"Sigmodon hispidus"
1990-10-15,0,"Sigmodon ochrognathus"
1990-11-10,0,"Baiomys taylori"
1990-11-10,32,"Dipodomys merriami"
1990-11-10,7,"Dipodomys ordii"
1990-11-10,1,"Dipodomys spectabilis"
1990-11-10,1,"Neotoma albigula"
1990-11-10,0,"Onychomys leucogaster"
1990-11-10,4,"Onychomys torridus"
1990-11-10,0,"Chaetodipus baileyi"
1990-11-10,0,"Peromyscus eremicus"
1990-11-10,0,"Perognathus flavus"
1990-11-10,0,"Chaetodipus hispidus"
1990-11-10,0,"Chaetodipus intermedius"
1990-11-10,0,"Peromyscus leucopus"
1990-11-10,0,"Peromyscus maniculatus"
1990-11-10,0,"Chaetodipus penicillatus"
1990-11-10,0,"Reithrodontomys fulvescens"
1990-11-10,0,"Reithrodontomys megalotis"
1990-11-10,0,"Reithrodontomys montanus"
1990-11-10,0,"Sigmodon fulviventer"
1990-11-10,0,"Sigmodon hispidus"
1990-11-10,0,"Sigmodon ochrognathus"
1990-12-15,0,"Baiomys taylori"
1990-12-15,37,"Dipodomys merriami"
1990-12-15,8,"Dipodomys ordii"
1990-12-15,1,"Dipodomys spectabilis"
1990-12-15,2,"Neotoma albigula"
1990-12-15,7,"Onychomys leucogaster"
1990-12-15,4,"Onychomys torridus"
1990-12-15,0,"Chaetodipus baileyi"
1990-12-15,0,"Peromyscus eremicus"
1990-12-15,0,"Perognathus flavus"
1990-12-15,0,"Chaetodipus hispidus"
1990-12-15,0,"Chaetodipus intermedius"
1990-12-15,0,"Peromyscus leucopus"
1990-12-15,0,"Peromyscus maniculatus"
1990-12-15,0,"Chaetodipus penicillatus"
1990-12-15,0,"Reithrodontomys fulvescens"
1990-12-15,4,"Reithrodontomys megalotis"
1990-12-15,0,"Reithrodontomys montanus"
1990-12-15,0,"Sigmodon fulviventer"
1990-12-15,0,"Sigmodon hispidus"
1990-12-15,0,"Sigmodon ochrognathus"
1991-01-11,0,"Baiomys taylori"
1991-01-11,31,"Dipodomys merriami"
1991-01-11,10,"Dipodomys ordii"
1991-01-11,1,"Dipodomys spectabilis"
1991-01-11,1,"Neotoma albigula"
1991-01-11,6,"Onychomys leucogaster"
1991-01-11,4,"Onychomys torridus"
1991-01-11,0,"Chaetodipus baileyi"
1991-01-11,0,"Peromyscus eremicus"
1991-01-11,0,"Perognathus flavus"
1991-01-11,0,"Chaetodipus hispidus"
1991-01-11,0,"Chaetodipus intermedius"
1991-01-11,0,"Peromyscus leucopus"
1991-01-11,0,"Peromyscus maniculatus"
1991-01-11,0,"Chaetodipus penicillatus"
1991-01-11,0,"Reithrodontomys fulvescens"
1991-01-11,7,"Reithrodontomys megalotis"
1991-01-11,0,"Reithrodontomys montanus"
1991-01-11,0,"Sigmodon fulviventer"
1991-01-11,0,"Sigmodon hispidus"
1991-01-11,0,"Sigmodon ochrognathus"
1991-02-16,0,"Baiomys taylori"
1991-02-16,31,"Dipodomys merriami"
1991-02-16,7,"Dipodomys ordii"
1991-02-16,1,"Dipodomys spectabilis"
1991-02-16,1,"Neotoma albigula"
1991-02-16,4,"Onychomys leucogaster"
1991-02-16,5,"Onychomys torridus"
1991-02-16,0,"Chaetodipus baileyi"
1991-02-16,0,"Peromyscus eremicus"
1991-02-16,0,"Perognathus flavus"
1991-02-16,0,"Chaetodipus hispidus"
1991-02-16,0,"Chaetodipus intermedius"
1991-02-16,0,"Peromyscus leucopus"
1991-02-16,0,"Peromyscus maniculatus"
1991-02-16,0,"Chaetodipus penicillatus"
1991-02-16,0,"Reithrodontomys fulvescens"
1991-02-16,3,"Reithrodontomys megalotis"
1991-02-16,0,"Reithrodontomys montanus"
1991-02-16,1,"Sigmodon fulviventer"
1991-02-16,0,"Sigmodon hispidus"
1991-02-16,0,"Sigmodon ochrognathus"
1991-03-13,0,"Baiomys taylori"
1991-03-13,35,"Dipodomys merriami"
1991-03-13,8,"Dipodomys ordii"
1991-03-13,1,"Dipodomys spectabilis"
1991-03-13,1,"Neotoma albigula"
1991-03-13,0,"Onychomys leucogaster"
1991-03-13,2,"Onychomys torridus"
1991-03-13,0,"Chaetodipus baileyi"
1991-03-13,0,"Peromyscus eremicus"
1991-03-13,0,"Perognathus flavus"
1991-03-13,0,"Chaetodipus hispidus"
1991-03-13,0,"Chaetodipus intermedius"
1991-03-13,0,"Peromyscus leucopus"
1991-03-13,0,"Peromyscus maniculatus"
1991-03-13,0,"Chaetodipus penicillatus"
1991-03-13,0,"Reithrodontomys fulvescens"
1991-03-13,5,"Reithrodontomys megalotis"
1991-03-13,0,"Reithrodontomys montanus"
1991-03-13,0,"Sigmodon fulviventer"
1991-03-13,0,"Sigmodon hispidus"
1991-03-13,0,"Sigmodon ochrognathus"
1991-04-19,0,"Baiomys taylori"
1991-04-19,24,"Dipodomys merriami"
1991-04-19,7,"Dipodomys ordii"
1991-04-19,1,"Dipodomys spectabilis"
1991-04-19,4,"Neotoma albigula"
1991-04-19,3,"Onychomys leucogaster"
1991-04-19,1,"Onychomys torridus"
1991-04-19,0,"Chaetodipus baileyi"
1991-04-19,1,"Peromyscus eremicus"
1991-04-19,0,"Perognathus flavus"
1991-04-19,0,"Chaetodipus hispidus"
1991-04-19,0,"Chaetodipus intermedius"
1991-04-19,0,"Peromyscus leucopus"
1991-04-19,0,"Peromyscus maniculatus"
1991-04-19,2,"Chaetodipus penicillatus"
1991-04-19,0,"Reithrodontomys fulvescens"
1991-04-19,0,"Reithrodontomys megalotis"
1991-04-19,0,"Reithrodontomys montanus"
1991-04-19,0,"Sigmodon fulviventer"
1991-04-19,0,"Sigmodon hispidus"
1991-04-19,0,"Sigmodon ochrognathus"
1991-05-13,0,"Baiomys taylori"
1991-05-13,21,"Dipodomys merriami"
1991-05-13,5,"Dipodomys ordii"
1991-05-13,1,"Dipodomys spectabilis"
1991-05-13,3,"Neotoma albigula"
1991-05-13,1,"Onychomys leucogaster"
1991-05-13,2,"Onychomys torridus"
1991-05-13,0,"Chaetodipus baileyi"
1991-05-13,0,"Peromyscus eremicus"
1991-05-13,0,"Perognathus flavus"
1991-05-13,0,"Chaetodipus hispidus"
1991-05-13,0,"Chaetodipus intermedius"
1991-05-13,0,"Peromyscus leucopus"
1991-05-13,0,"Peromyscus maniculatus"
1991-05-13,2,"Chaetodipus penicillatus"
1991-05-13,0,"Reithrodontomys fulvescens"
1991-05-13,1,"Reithrodontomys megalotis"
1991-05-13,0,"Reithrodontomys montanus"
1991-05-13,0,"Sigmodon fulviventer"
1991-05-13,0,"Sigmodon hispidus"
1991-05-13,0,"Sigmodon ochrognathus"
1991-06-13,0,"Baiomys taylori"
1991-06-13,24,"Dipodomys merriami"
1991-06-13,6,"Dipodomys ordii"
1991-06-13,1,"Dipodomys spectabilis"
1991-06-13,0,"Neotoma albigula"
1991-06-13,3,"Onychomys leucogaster"
1991-06-13,2,"Onychomys torridus"
1991-06-13,0,"Chaetodipus baileyi"
1991-06-13,1,"Peromyscus eremicus"
1991-06-13,0,"Perognathus flavus"
1991-06-13,0,"Chaetodipus hispidus"
1991-06-13,0,"Chaetodipus intermedius"
1991-06-13,0,"Peromyscus leucopus"
1991-06-13,0,"Peromyscus maniculatus"
1991-06-13,1,"Chaetodipus penicillatus"
1991-06-13,0,"Reithrodontomys fulvescens"
1991-06-13,2,"Reithrodontomys megalotis"
1991-06-13,0,"Reithrodontomys montanus"
1991-06-13,0,"Sigmodon fulviventer"
1991-06-13,0,"Sigmodon hispidus"
1991-06-13,0,"Sigmodon ochrognathus"
1991-07-12,0,"Baiomys taylori"
1991-07-12,22,"Dipodomys merriami"
1991-07-12,4,"Dipodomys ordii"
1991-07-12,1,"Dipodomys spectabilis"
1991-07-12,3,"Neotoma albigula"
1991-07-12,0,"Onychomys leucogaster"
1991-07-12,2,"Onychomys torridus"
1991-07-12,0,"Chaetodipus baileyi"
1991-07-12,0,"Peromyscus eremicus"
1991-07-12,1,"Perognathus flavus"
1991-07-12,0,"Chaetodipus hispidus"
1991-07-12,0,"Chaetodipus intermedius"
1991-07-12,0,"Peromyscus leucopus"
1991-07-12,0,"Peromyscus maniculatus"
1991-07-12,5,"Chaetodipus penicillatus"
1991-07-12,0,"Reithrodontomys fulvescens"
1991-07-12,1,"Reithrodontomys megalotis"
1991-07-12,0,"Reithrodontomys montanus"
1991-07-12,0,"Sigmodon fulviventer"
1991-07-12,0,"Sigmodon hispidus"
1991-07-12,0,"Sigmodon ochrognathus"
1991-08-07,0,"Baiomys taylori"
1991-08-07,24,"Dipodomys merriami"
1991-08-07,2,"Dipodomys ordii"
1991-08-07,1,"Dipodomys spectabilis"
1991-08-07,1,"Neotoma albigula"
1991-08-07,0,"Onychomys leucogaster"
1991-08-07,6,"Onychomys torridus"
1991-08-07,0,"Chaetodipus baileyi"
1991-08-07,0,"Peromyscus eremicus"
1991-08-07,1,"Perognathus flavus"
1991-08-07,0,"Chaetodipus hispidus"
1991-08-07,0,"Chaetodipus intermedius"
1991-08-07,0,"Peromyscus leucopus"
1991-08-07,0,"Peromyscus maniculatus"
1991-08-07,4,"Chaetodipus penicillatus"
1991-08-07,0,"Reithrodontomys fulvescens"
1991-08-07,1,"Reithrodontomys megalotis"
1991-08-07,0,"Reithrodontomys montanus"
1991-08-07,0,"Sigmodon fulviventer"
1991-08-07,0,"Sigmodon hispidus"
1991-08-07,0,"Sigmodon ochrognathus"
1991-09-09,0,"Baiomys taylori"
1991-09-09,21,"Dipodomys merriami"
1991-09-09,3,"Dipodomys ordii"
1991-09-09,1,"Dipodomys spectabilis"
1991-09-09,1,"Neotoma albigula"
1991-09-09,0,"Onychomys leucogaster"
1991-09-09,6,"Onychomys torridus"
1991-09-09,0,"Chaetodipus baileyi"
1991-09-09,1,"Peromyscus eremicus"
1991-09-09,1,"Perognathus flavus"
1991-09-09,0,"Chaetodipus hispidus"
1991-09-09,0,"Chaetodipus intermedius"
1991-09-09,0,"Peromyscus leucopus"
1991-09-09,0,"Peromyscus maniculatus"
1991-09-09,2,"Chaetodipus penicillatus"
1991-09-09,0,"Reithrodontomys fulvescens"
1991-09-09,0,"Reithrodontomys megalotis"
1991-09-09,0,"Reithrodontomys montanus"
1991-09-09,0,"Sigmodon fulviventer"
1991-09-09,0,"Sigmodon hispidus"
1991-09-09,0,"Sigmodon ochrognathus"
1991-10-10,1,"Baiomys taylori"
1991-10-10,23,"Dipodomys merriami"
1991-10-10,5,"Dipodomys ordii"
1991-10-10,1,"Dipodomys spectabilis"
1991-10-10,0,"Neotoma albigula"
1991-10-10,0,"Onychomys leucogaster"
1991-10-10,6,"Onychomys torridus"
1991-10-10,0,"Chaetodipus baileyi"
1991-10-10,3,"Peromyscus eremicus"
1991-10-10,3,"Perognathus flavus"
1991-10-10,0,"Chaetodipus hispidus"
1991-10-10,0,"Chaetodipus intermedius"
1991-10-10,0,"Peromyscus leucopus"
1991-10-10,0,"Peromyscus maniculatus"
1991-10-10,3,"Chaetodipus penicillatus"
1991-10-10,0,"Reithrodontomys fulvescens"
1991-10-10,2,"Reithrodontomys megalotis"
1991-10-10,0,"Reithrodontomys montanus"
1991-10-10,0,"Sigmodon fulviventer"
1991-10-10,0,"Sigmodon hispidus"
1991-10-10,0,"Sigmodon ochrognathus"
1991-11-13,0,"Baiomys taylori"
1991-11-13,25,"Dipodomys merriami"
1991-11-13,5,"Dipodomys ordii"
1991-11-13,1,"Dipodomys spectabilis"
1991-11-13,1,"Neotoma albigula"
1991-11-13,1,"Onychomys leucogaster"
1991-11-13,10,"Onychomys torridus"
1991-11-13,0,"Chaetodipus baileyi"
1991-11-13,1,"Peromyscus eremicus"
1991-11-13,2,"Perognathus flavus"
1991-11-13,0,"Chaetodipus hispidus"
1991-11-13,0,"Chaetodipus intermedius"
1991-11-13,0,"Peromyscus leucopus"
1991-11-13,0,"Peromyscus maniculatus"
1991-11-13,0,"Chaetodipus penicillatus"
1991-11-13,0,"Reithrodontomys fulvescens"
1991-11-13,10,"Reithrodontomys megalotis"
1991-11-13,0,"Reithrodontomys montanus"
1991-11-13,0,"Sigmodon fulviventer"
1991-11-13,0,"Sigmodon hispidus"
1991-11-13,1,"Sigmodon ochrognathus"
1991-12-07,0,"Baiomys taylori"
1991-12-07,25,"Dipodomys merriami"
1991-12-07,9,"Dipodomys ordii"
1991-12-07,0,"Dipodomys spectabilis"
1991-12-07,0,"Neotoma albigula"
1991-12-07,1,"Onychomys leucogaster"
1991-12-07,7,"Onychomys torridus"
1991-12-07,0,"Chaetodipus baileyi"
1991-12-07,3,"Peromyscus eremicus"
1991-12-07,1,"Perognathus flavus"
1991-12-07,0,"Chaetodipus hispidus"
1991-12-07,0,"Chaetodipus intermedius"
1991-12-07,0,"Peromyscus leucopus"
1991-12-07,0,"Peromyscus maniculatus"
1991-12-07,0,"Chaetodipus penicillatus"
1991-12-07,0,"Reithrodontomys fulvescens"
1991-12-07,6,"Reithrodontomys megalotis"
1991-12-07,0,"Reithrodontomys montanus"
1991-12-07,0,"Sigmodon fulviventer"
1991-12-07,0,"Sigmodon hispidus"
1991-12-07,0,"Sigmodon ochrognathus"
1992-01-08,0,"Baiomys taylori"
1992-01-08,20,"Dipodomys merriami"
1992-01-08,6,"Dipodomys ordii"
1992-01-08,1,"Dipodomys spectabilis"
1992-01-08,0,"Neotoma albigula"
1992-01-08,1,"Onychomys leucogaster"
1992-01-08,5,"Onychomys torridus"
1992-01-08,0,"Chaetodipus baileyi"
1992-01-08,2,"Peromyscus eremicus"
1992-01-08,0,"Perognathus flavus"
1992-01-08,0,"Chaetodipus hispidus"
1992-01-08,0,"Chaetodipus intermedius"
1992-01-08,0,"Peromyscus leucopus"
1992-01-08,0,"Peromyscus maniculatus"
1992-01-08,0,"Chaetodipus penicillatus"
1992-01-08,0,"Reithrodontomys fulvescens"
1992-01-08,5,"Reithrodontomys megalotis"
1992-01-08,0,"Reithrodontomys montanus"
1992-01-08,0,"Sigmodon fulviventer"
1992-01-08,0,"Sigmodon hispidus"
1992-01-08,0,"Sigmodon ochrognathus"
1992-02-06,0,"Baiomys taylori"
1992-02-06,21,"Dipodomys merriami"
1992-02-06,6,"Dipodomys ordii"
1992-02-06,1,"Dipodomys spectabilis"
1992-02-06,0,"Neotoma albigula"
1992-02-06,2,"Onychomys leucogaster"
1992-02-06,5,"Onychomys torridus"
1992-02-06,0,"Chaetodipus baileyi"
1992-02-06,6,"Peromyscus eremicus"
1992-02-06,0,"Perognathus flavus"
1992-02-06,0,"Chaetodipus hispidus"
1992-02-06,0,"Chaetodipus intermedius"
1992-02-06,0,"Peromyscus leucopus"
1992-02-06,0,"Peromyscus maniculatus"
1992-02-06,0,"Chaetodipus penicillatus"
1992-02-06,0,"Reithrodontomys fulvescens"
1992-02-06,6,"Reithrodontomys megalotis"
1992-02-06,0,"Reithrodontomys montanus"
1992-02-06,0,"Sigmodon fulviventer"
1992-02-06,0,"Sigmodon hispidus"
1992-02-06,1,"Sigmodon ochrognathus"
1992-03-07,0,"Baiomys taylori"
1992-03-07,22,"Dipodomys merriami"
1992-03-07,5,"Dipodomys ordii"
1992-03-07,1,"Dipodomys spectabilis"
1992-03-07,0,"Neotoma albigula"
1992-03-07,1,"Onychomys leucogaster"
1992-03-07,2,"Onychomys torridus"
1992-03-07,0,"Chaetodipus baileyi"
1992-03-07,6,"Peromyscus eremicus"
1992-03-07,0,"Perognathus flavus"
1992-03-07,0,"Chaetodipus hispidus"
1992-03-07,0,"Chaetodipus intermedius"
1992-03-07,0,"Peromyscus leucopus"
1992-03-07,0,"Peromyscus maniculatus"
1992-03-07,0,"Chaetodipus penicillatus"
1992-03-07,0,"Reithrodontomys fulvescens"
1992-03-07,5,"Reithrodontomys megalotis"
1992-03-07,0,"Reithrodontomys montanus"
1992-03-07,0,"Sigmodon fulviventer"
1992-03-07,0,"Sigmodon hispidus"
1992-03-07,0,"Sigmodon ochrognathus"
1992-04-04,0,"Baiomys taylori"
1992-04-04,27,"Dipodomys merriami"
1992-04-04,5,"Dipodomys ordii"
1992-04-04,2,"Dipodomys spectabilis"
1992-04-04,0,"Neotoma albigula"
1992-04-04,2,"Onychomys leucogaster"
1992-04-04,0,"Onychomys torridus"
1992-04-04,0,"Chaetodipus baileyi"
1992-04-04,2,"Peromyscus eremicus"
1992-04-04,2,"Perognathus flavus"
1992-04-04,0,"Chaetodipus hispidus"
1992-04-04,0,"Chaetodipus intermedius"
1992-04-04,0,"Peromyscus leucopus"
1992-04-04,0,"Peromyscus maniculatus"
1992-04-04,0,"Chaetodipus penicillatus"
1992-04-04,0,"Reithrodontomys fulvescens"
1992-04-04,0,"Reithrodontomys megalotis"
1992-04-04,0,"Reithrodontomys montanus"
1992-04-04,0,"Sigmodon fulviventer"
1992-04-04,0,"Sigmodon hispidus"
1992-04-04,0,"Sigmodon ochrognathus"
1992-05-02,0,"Baiomys taylori"
1992-05-02,22,"Dipodomys merriami"
1992-05-02,4,"Dipodomys ordii"
1992-05-02,1,"Dipodomys spectabilis"
1992-05-02,0,"Neotoma albigula"
1992-05-02,1,"Onychomys leucogaster"
1992-05-02,0,"Onychomys torridus"
1992-05-02,0,"Chaetodipus baileyi"
1992-05-02,0,"Peromyscus eremicus"
1992-05-02,0,"Perognathus flavus"
1992-05-02,0,"Chaetodipus hispidus"
1992-05-02,0,"Chaetodipus intermedius"
1992-05-02,0,"Peromyscus leucopus"
1992-05-02,0,"Peromyscus maniculatus"
1992-05-02,3,"Chaetodipus penicillatus"
1992-05-02,0,"Reithrodontomys fulvescens"
1992-05-02,1,"Reithrodontomys megalotis"
1992-05-02,0,"Reithrodontomys montanus"
1992-05-02,0,"Sigmodon fulviventer"
1992-05-02,0,"Sigmodon hispidus"
1992-05-02,1,"Sigmodon ochrognathus"
1992-05-30,0,"Baiomys taylori"
1992-05-30,24,"Dipodomys merriami"
1992-05-30,2,"Dipodomys ordii"
1992-05-30,2,"Dipodomys spectabilis"
1992-05-30,1,"Neotoma albigula"
1992-05-30,0,"Onychomys leucogaster"
1992-05-30,4,"Onychomys torridus"
1992-05-30,0,"Chaetodipus baileyi"
1992-05-30,0,"Peromyscus eremicus"
1992-05-30,0,"Perognathus flavus"
1992-05-30,0,"Chaetodipus hispidus"
1992-05-30,0,"Chaetodipus intermedius"
1992-05-30,0,"Peromyscus leucopus"
1992-05-30,0,"Peromyscus maniculatus"
1992-05-30,1,"Chaetodipus penicillatus"
1992-05-30,0,"Reithrodontomys fulvescens"
1992-05-30,0,"Reithrodontomys megalotis"
1992-05-30,0,"Reithrodontomys montanus"
1992-05-30,0,"Sigmodon fulviventer"
1992-05-30,0,"Sigmodon hispidus"
1992-05-30,0,"Sigmodon ochrognathus"
1992-07-03,0,"Baiomys taylori"
1992-07-03,19,"Dipodomys merriami"
1992-07-03,7,"Dipodomys ordii"
1992-07-03,2,"Dipodomys spectabilis"
1992-07-03,1,"Neotoma albigula"
1992-07-03,0,"Onychomys leucogaster"
1992-07-03,1,"Onychomys torridus"
1992-07-03,0,"Chaetodipus baileyi"
1992-07-03,0,"Peromyscus eremicus"
1992-07-03,0,"Perognathus flavus"
1992-07-03,0,"Chaetodipus hispidus"
1992-07-03,0,"Chaetodipus intermedius"
1992-07-03,0,"Peromyscus leucopus"
1992-07-03,0,"Peromyscus maniculatus"
1992-07-03,7,"Chaetodipus penicillatus"
1992-07-03,0,"Reithrodontomys fulvescens"
1992-07-03,1,"Reithrodontomys megalotis"
1992-07-03,0,"Reithrodontomys montanus"
1992-07-03,0,"Sigmodon fulviventer"
1992-07-03,0,"Sigmodon hispidus"
1992-07-03,0,"Sigmodon ochrognathus"
1992-07-30,0,"Baiomys taylori"
1992-07-30,13,"Dipodomys merriami"
1992-07-30,6,"Dipodomys ordii"
1992-07-30,1,"Dipodomys spectabilis"
1992-07-30,1,"Neotoma albigula"
1992-07-30,1,"Onychomys leucogaster"
1992-07-30,2,"Onychomys torridus"
1992-07-30,0,"Chaetodipus baileyi"
1992-07-30,0,"Peromyscus eremicus"
1992-07-30,0,"Perognathus flavus"
1992-07-30,0,"Chaetodipus hispidus"
1992-07-30,0,"Chaetodipus intermedius"
1992-07-30,0,"Peromyscus leucopus"
1992-07-30,0,"Peromyscus maniculatus"
1992-07-30,5,"Chaetodipus penicillatus"
1992-07-30,0,"Reithrodontomys fulvescens"
1992-07-30,1,"Reithrodontomys megalotis"
1992-07-30,0,"Reithrodontomys montanus"
1992-07-30,0,"Sigmodon fulviventer"
1992-07-30,0,"Sigmodon hispidus"
1992-07-30,0,"Sigmodon ochrognathus"
1992-08-29,0,"Baiomys taylori"
1992-08-29,14,"Dipodomys merriami"
1992-08-29,7,"Dipodomys ordii"
1992-08-29,2,"Dipodomys spectabilis"
1992-08-29,1,"Neotoma albigula"
1992-08-29,2,"Onychomys leucogaster"
1992-08-29,2,"Onychomys torridus"
1992-08-29,0,"Chaetodipus baileyi"
1992-08-29,0,"Peromyscus eremicus"
1992-08-29,1,"Perognathus flavus"
1992-08-29,0,"Chaetodipus hispidus"
1992-08-29,0,"Chaetodipus intermedius"
